Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035	176	-15	-1.0	15	3035
177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064	177	-128	-4.413793103448276	29	3064
178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077	178	-13	-1.0	13	3077
179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090	179	-13	-1.0	13	3090
180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109	180	-118	-6.2105263157894735	19	3109
181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122	181	-13	-1.0	13	3122
182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137	182	-15	-1.0	15	3137
183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151	183	-14	-1.0	14	3151
184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166	184	-15	-1.0	15	3166
185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181	185	-15	-1.0	15	3181
186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198	186	-17	-1.0	17	3198
187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211	187	-13	-1.0	13	3211
188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225	188	-14	-1.0	14	3225
189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240	189	-15	-1.0	15	3240
190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253	190	-13	-1.0	13	3253
191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266	191	-13	-1.0	13	3266
192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279	192	-13	-1.0	13	3279
193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294	193	-15	-1.0	15	3294
194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316	194	-121	-5.5	22	3316
195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331	195	-15	-1.0	15	3331
196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346	196	-15	-1.0	15	3346
197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359	197	-13	-1.0	13	3359
198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376	198	-17	-1.0	17	3376
199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391	199	-15	-1.0	15	3391
